symbol,company_name,isin,exchange,market_cap_cr,category
IMAGICAA,IMAGICAAWORLD ENTERTAINMENT LIMITED,INE172N01012,NSE,3165.11,Small Cap
GLOBUSSPR,Globus Spirits Limited,INE615I01010,NSE,3163.4,Small Cap
JASH,JASH ENGINEERING LIMITED,INE039O01029,NSE,3161.82,Small Cap
PAISALO,PAISALO DIGITAL LIMITED,INE420C01059,NSE,3160.78,Small Cap
SPICELOUNG,SPICE LOUNGE FOOD WORKS LIMITED,INE631E01024,BSE,3156.34,Small Cap
DDEVPLSTIK,DDEV PLASTIKS INDUSTRIES LIMITED,INE0HR601026,NSE,3155.62,Small Cap
PATELENG,Patel Engineering Ltd,INE244B01030,NSE,3154.49,Small Cap
WSTCSTPAPR,West Coast Paper Mills Limited,INE976A01021,NSE,3140.7,Small Cap
GANECOS,Ganesha Ecosphere Limited,INE845D01014,NSE,3138.48,Small Cap
KDDL,KDDL Ltd,INE291D01011,NSE,3133.69,Small Cap
MAITHANALL,Maithan Alloys Limited,INE683C01011,NSE,3132.84,Small Cap
POLYPLEX,Polyplex Corporation Ltd.,INE633B01018,NSE,3127.16,Small Cap
DEEPINDS,Deep Industries Limited,INE0FHS01024,NSE,3126.76,Small Cap
SAGCEM,Sagar Cements Ltd,INE229C01021,NSE,3122.84,Small Cap
SIYSIL,Siyaram Silk Mills Ltd.,INE076B01028,NSE,3120.87,Small Cap
EUROPRATIK,EURO PRATIK SALES LIMITED,INE198501012,NSE,3102.03,Small Cap
MARSONS,MARSONS LIMITED,INE415B01044,NSE,3091.18,Small Cap
EASEMYTRIP,Easy Trip Planners Limited,INE07O001026,NSE,3084.91,Small Cap
HPL,HPL Electric & Power Limited,INE495S01016,NSE,3080.22,Small Cap
ASHIANA,Ashiana Housing Limited,INE365D01021,NSE,3067.21,Small Cap
TCPLPACK,TCPL Packaging Limited,INE822C01015,NSE,3066.1,Small Cap
BRIGHOTEL,Brigade Hotel Ventures Limited,INE03NU01014,NSE,3050.12,Small Cap
EFCIL,EFC (I) LIMITED,INE886D01026,NSE,3034.17,Small Cap
SANDHAR,Sandhar Technologies Limited,INE278H01035,NSE,3029.53,Small Cap
SHK,S H Kelkar and Company Limited,INE500L01026,NSE,3022.0,Small Cap
TFCILTD,Tourism Finance Corpn. Of India Ltd,INE305A01023,NSE,3021.82,Small Cap
RAMRAT,Ram Ratna Wires Ltd.,INE207E01023,NSE,3020.05,Small Cap
SUNDROP,SUNDROP BRANDS LIMITED,INE209A01019,NSE,3007.57,Small Cap
